name,response,prompt
Toomes, Idiots. Idiots.," Whoa, whoa."
Toomes, Idiots!,<<NO PROMPT>>
Mason, Boss. Your wife keeps texting you. Something about a brake light?, Idiots!
Toomes, What’d I tell you about looking at my phone?, Boss. Your wife keeps texting you. Something about a brake light?
Mason," Oh, sorry. You left it out. You know I’m a curious person by nature.", What’d I tell you about looking at my phone?
Mason, I finished designing that high-altitude vacuum seal.,<<NO PROMPT>>
Toomes, Huh?, I finished designing that high-altitude vacuum seal.
Mason," In case you want to, you know, go for the big one?", Huh?
Toomes," You’re still on that? I told you, no. The answer’s no. Forget it."," In case you want to, you know, go for the big one?"
Brice, Whoo!," You’re still on that? I told you, no. The answer’s no. Forget it."
Brice," I mean, that was badass.",<<NO PROMPT>>
Toomes, How many times have I told you not to fire them out in the open?," I mean, that was badass."
Brice," You said, move the merchandise.", How many times have I told you not to fire them out in the open?
Toomes," Under the radar. Under the radar! That’s how we survive. If you bring Damage Control or the Avengers down here, we’re through. You’re out there wearing that goofy thing, lightning up cars, calling yourself the Shocker. “I’m the Shocker. I shock people.” What is this, pro wrestling?"," You said, move the merchandise."
Brice," Ah, whatever, old man. Come on."," Under the radar. Under the radar! That’s how we survive. If you bring Damage Control or the Avengers down here, we’re through. You’re out there wearing that goofy thing, lightning up cars, calling yourself the Shocker. “I’m the Shocker. I shock people.” What is this, pro wrestling?"
Toomes," Look, look. I know you don’t give a crap about anything. But I do. I built this whole place because I got people I have to look after."," Ah, whatever, old man. Come on."
Brice," (mockingly) Yeah, yeah, yeah, yeah, yeah."," Look, look. I know you don’t give a crap about anything. But I do. I built this whole place because I got people I have to look after."
Toomes, You know what? I can’t afford your bullshit. Get out of here.," (mockingly) Yeah, yeah, yeah, yeah, yeah."
Brice, What?, You know what? I can’t afford your bullshit. Get out of here.
Toomes, You’re done. You’re off the crew., What?
Brice," Yeah, all right. All right. Wonder if you can afford me out there, though, right? With everything I know.", You’re done. You’re off the crew.
Toomes, Excuse me?," Yeah, all right. All right. Wonder if you can afford me out there, though, right? With everything I know."
Brice," Um, I’m just saying...", Excuse me?
Brice, ...maybe your wife would like to know where you really get your money from.,<<NO PROMPT>>
Toomes, You know what?, ...maybe your wife would like to know where you really get your money from.
Brice, What?, You know what?
Toomes," You’re right. (to Mason, in a low voice) That work?", What?
Mason, I don’t know.," You’re right. (to Mason, in a low voice) That work?"
Toomes, I can’t afford that., I don’t know.
Schultz, Damn., I can’t afford that.
Toomes, I thought this was the antigravity gun., Damn.
Mason," What? No, that’s that one.", I thought this was the antigravity gun.
Toomes, Here. Now you’re the Shocker. Go out there and find that weapon he lost.," What? No, that’s that one."
Schultz, All right., Here. Now you’re the Shocker. Go out there and find that weapon he lost.
Peter, Oh., All right.
Ned," Hey, thanks for bailing on me.", Oh.
Peter," Yeah, well, something came up."," Hey, thanks for bailing on me."
Ned," Oh, what is that?"," Yeah, well, something came up."
Peter, I don’t know. Some guy tried to vaporize me with it.," Oh, what is that?"
Ned, Seriously?, I don’t know. Some guy tried to vaporize me with it.
Peter, Yeah., Seriously?
Ned, Awesome., Yeah.
Ned," I mean, not awesome. Totally uncool of that guy. So scary.",<<NO PROMPT>>
Peter," Well, look, I think it’s a power source."," I mean, not awesome. Totally uncool of that guy. So scary."
Ned," Yeah, but it’s connected to all these microprocessors. That’s an inductive charging plate. That’s what I use to charge my toothbrush."," Well, look, I think it’s a power source."
Peter, Whoever’s making these weapons is obviously combining alien tech with ours.," Yeah, but it’s connected to all these microprocessors. That’s an inductive charging plate. That’s what I use to charge my toothbrush."
Ned, That is literally the coolest sentence anyone has ever said. I just want to thank you for letting me be part of your journey into this amazing-, Whoever’s making these weapons is obviously combining alien tech with ours.
 Hapgood, Keep your fingers clear of the blades., That is literally the coolest sentence anyone has ever said. I just want to thank you for letting me be part of your journey into this amazing-
Peter, I gotta figure out what this thing is and who makes it., Keep your fingers clear of the blades.
Ned, We’ll go to the lab after class and run some tests., I gotta figure out what this thing is and who makes it.
Peter, Let’s do it., We’ll go to the lab after class and run some tests.
Ned," First, I say we put the glowy thing in the mass spectrometer.", Let’s do it.
Peter," First, we gotta come up with a better name than “glowy thingy.”"," First, I say we put the glowy thing in the mass spectrometer."
Ned, You’re right.," First, we gotta come up with a better name than “glowy thingy.”"
Peter, Crap., You’re right.
Peter," (whispers) Come on, come on, come on, come on, come on, come on.",<<NO PROMPT>>
Schultz, High schools creep me out.," (whispers) Come on, come on, come on, come on, come on, come on."
Schultz," They got this funny smell, you know?",<<NO PROMPT>>
Peter," Hey, that’s one of the guys that tried to kill me."," They got this funny smell, you know?"
Ned, What?," Hey, that’s one of the guys that tried to kill me."
Peter, Yeah., What?
Ned, We gotta get out of here., Yeah.
Peter," No, no, no, no, no. I gotta follow them. Maybe they can lead me to the guy that dropped me in the lake.", We gotta get out of here.
Ned, Someone dropped you in a lake?," No, no, no, no, no. I gotta follow them. Maybe they can lead me to the guy that dropped me in the lake."
Peter," Yeah, it was not good.", Someone dropped you in a lake?
Ned, (whispers) Peter-," Yeah, it was not good."
Peter," (whispers) No. Stay there, Ned.", (whispers) Peter-
Ned, (whispers) Peter.," (whispers) No. Stay there, Ned."
Tiny, What are you doing?, (whispers) Peter.
Ned, (in a normal voice) Nothing., What are you doing?
Tiny, Oh., (in a normal voice) Nothing.
Ned, Yeah. You good?, Oh.
Tiny, Chess., Yeah. You good?
Randy, Can you imagine what the boss would say if he knew where we were?, Chess.
Schultz, It’s saying there was an energy pulse right here., Can you imagine what the boss would say if he knew where we were?
Randy," There’s no sign of the weapon. And even if it was here, now it’s gone.", It’s saying there was an energy pulse right here.
Schultz, So are we.," There’s no sign of the weapon. And even if it was here, now it’s gone."
Ned, This is so awesome., So are we.
Peter," I know, right?", This is so awesome.
Peter, They’re in Brooklyn.,<<NO PROMPT>>
Ned, Staten Island., They’re in Brooklyn.
Ned, Leaving Jersey.,<<NO PROMPT>>
Ned, They stopped.,<<NO PROMPT>>
Peter, Maryland?, They stopped.
Ned, What’s there?, Maryland?
Peter, I don’t know. Evil lair?, What’s there?
Ned, They have a lair?, I don’t know. Evil lair?
Peter," Dude. A gang with alien guns run by a guy with wings? Yeah, they have a lair.", They have a lair?
Ned," (nods) Badass. But how are you gonna get there if it’s, like, 300 miles away?"," Dude. A gang with alien guns run by a guy with wings? Yeah, they have a lair."
Peter, It’s not too far from D.C.," (nods) Badass. But how are you gonna get there if it’s, like, 300 miles away?"
Abe," Hey, it’s Peter.", It’s not too far from D.C.
Peter, Guys.," Hey, it’s Peter."
Liz, Peter?, Guys.
Friend," Hey, buddy.", Peter?
Peter," Yeah, I was hoping maybe I could rejoin the team."," Hey, buddy."
Flash," No, no way. You can’t just quit on us, stroll up, and be welcomed back by everyone."," Yeah, I was hoping maybe I could rejoin the team."
 Harrington," Hey, welcome back, Peter. Flash, you’re back to first alternate."," No, no way. You can’t just quit on us, stroll up, and be welcomed back by everyone."
Flash, What?," Hey, welcome back, Peter. Flash, you’re back to first alternate."
Abe, He’s taking your place., What?
Michelle," Excuse me, can we go already? ‘Cause I was hoping to get in some light protesting in front of one of the embassies before dinner, so.", He’s taking your place.
 Harrington, Protesting is patriotic. Let’s get on the bus.," Excuse me, can we go already? ‘Cause I was hoping to get in some light protesting in front of one of the embassies before dinner, so."
Liz," Focus up, everyone. Our next topic is the moons of Saturn.", Protesting is patriotic. Let’s get on the bus.
Cindy, The second law of thermodynamics.," Focus up, everyone. Our next topic is the moons of Saturn."
Charles, Frank Sinatra., The second law of thermodynamics.
Flash, Fort Sumter., Frank Sinatra.
Abe, Flash is wrong., Fort Sumter.
Liz," Okay, guys, let’s focus. Next one.", Flash is wrong.
 Harrington," Liz, don’t overwork them."," Okay, guys, let’s focus. Next one."
Peter," Uh, strontium, barium, vibranium."," Liz, don’t overwork them."
Liz," Very good, Peter. Glad to have you back."," Uh, strontium, barium, vibranium."
Peter, Glad to be back.," Very good, Peter. Glad to have you back."
Liz, What is the current standard unit of radioactive-, Glad to be back.
Peter, Can I take this real quick? I’ll only be a sec., What is the current standard unit of radioactive-
Liz," Yeah, fine.", Can I take this real quick? I’ll only be a sec.
Peter, Hello?," Yeah, fine."
Happy, Got a blip on my screen here. You left New York?, Hello?
Liz," Okay, focus up, everyone.", Got a blip on my screen here. You left New York?
Peter, Tracker.," Okay, focus up, everyone."
Peter," (in a normal voice) Uh, yeah. No, it’s just a school trip. It’s, uh, it’s nothing.",<<NO PROMPT>>
Peter," Look, Happy, I gotta say, you tracking me without my permission is a complete violation of my privacy.",<<NO PROMPT>>
Peter, (whispers) That’s different.,<<NO PROMPT>>
Happy, What’s different?, (whispers) That’s different.
Peter," Nothing. Look, it’s just the Academic Decathlon. It’s no big deal.", What’s different?
Happy," Hey, hey. I’ll decide if it’s no big deal."," Nothing. Look, it’s just the Academic Decathlon. It’s no big deal."
Happy," Sounds like it’s no big deal, but remember, I’m watching you.",<<NO PROMPT>>
Liz, Everyone stick together.," Sounds like it’s no big deal, but remember, I’m watching you."
 Harrington, Yeah., Everyone stick together.
Charles, You kidding me? This place is huge., Yeah.
Flash, I’ve seen bigger., You kidding me? This place is huge.
Abe, There’s a bird in here., I’ve seen bigger.
Peter," (to Ned) Hey, you brought your laptop, right?", There’s a bird in here.
Ned, Why?," (to Ned) Hey, you brought your laptop, right?"
Ned," Peter, why are we removing the tracker from your suit?",<<NO PROMPT>>
Peter," Uh, because I gotta follow these guys to their boss before they move again and I don’t really want Mr. Stark to know about it."," Peter, why are we removing the tracker from your suit?"
Ned, So you’re lying to Iron Man now?," Uh, because I gotta follow these guys to their boss before they move again and I don’t really want Mr. Stark to know about it."
Peter," No, I’m not lying. He just doesn’t really get what I can do yet.", So you’re lying to Iron Man now?
Peter, Ah... Gotcha.,<<NO PROMPT>>
Peter," All right, Happy. Enjoy tracking this lamp.",<<NO PROMPT>>
