name,line
Steve Rogers," [letter to Stark] Tony, I'm glad you're back at the compound. I don't like the idea of you rattling around a mansion by yourself. We all need family. The Avengers are yours, maybe more so than mine. I've been on my own since I was 18. I never really fit in anywhere, even in the army. My faith's in people, I guess. Individuals. And I'm happy to say that, for the most part, they haven't let me down. Which is why I can't let them down either. Locks can be replaced, but maybe they shouldn't. I know I hurt you, Tony. I guess I thought by not telling you about your parents I was sparing you, but I can see now that I was really sparing myself, and I'm sorry. Hopefully one day you can understand. I wish we agreed on the Accords, I really do. I know you're doing what you believe in, and that's all any of us can do. That's all any of us should . . . [As Steve reads his letter off screen it's indicated that he breaks his team out of the Raft.]"
FRIDAY, Priority call from Secretary Ross. There's been a breach at the Raft prison.
Tony," Yeah, put him through."
Secretary Ross," Tony, we have a problem."
Tony," Ah, please hold."
Secretary Ross, No. Don't . . .
Steve Rogers," [letter to Stark] So, no matter what. I promise you, if you need us, if you need me, I'll be there."
Steve Rogers, You sure about this?
Bucky Barnes," I can't trust my own mind. So, until they figure out how to get this stuff out of my head I think going back under is the best thing . . . for everybody. [He goes back into cryo.]"
Steve Rogers, Thank you for this.
Challa," Your friend and my father, they were both victims. If I can help one of them find peace…"
Steve Rogers," You know, If they find out he's here . . . they'll come for him."
Challa, Let them try.
May Parker, So. Who was it? Who hit you?
Peter Parker," Some guy. So itchy, man. God. [He fiddles with a wrist band.]"
May Parker," What's ""some guy's"" name?"
Peter Parker," Uh, Steve."
May Parker, Steve? From 12-C? With the overbite?
Peter Parker," No, no, no. You don't know him, he's from Brooklyn. [Peter's wrist band emits a red beam which he hides when his aunt comes into the room.] Ouch."
May Parker, Well . . . I hope you got a few good licks in.
Peter Parker," Yeah, I got quite a few in, actually. His friend was huge. Like huge. [May gives him ice in a towel.] That's way better. Thank you."
May Parker," Okay, tough guy. [She smiles broadly then leaves the room.]"
Peter Parker," Love you, May. Hey, can you shut the door? [He shines the red beam onto his bedroom ceiling and grins looking up at a glowing image of Spider-Man's mask.]"
Toomes," Things are never gonna be the same now. I mean, look at this. You got aliens. You got big green guys tearing down buildings. When I was a kid, I used to draw cowboys and Indians."
Mason," Actually, it's Native American, but whatever."
Toomes," Yeah. Tell you what, though. It ain't bad, is it?"
Mason, No. Yeah. Kid's got a future.
Toomes," Yeah, well... We'll see, I guess."
Toomes," No, hey! Uh-uh! You can't saw through that stuff. These alien bastards are tough. You gotta use the stuff they use."
Toomes, See?
Schultz, All right.
Toomes," All right. (to Brice) Oh, hey! Glad you could join us. Afternoon."
Brice, Yeah. My alarm didn't go off.
Toomes," Yeah, yeah, yeah, your alarm. Look, just go stack that armor plating like I asked you. This is a huge deal for us."
Anne Marie Hoag," Attention, please! In accordance with Executive Order 396B, all post-battle cleanup operations are now under our jurisdiction. Thank you for your service. We'll take it from here."
Toomes, Who the hell are you?
DODC Agent, Qualified personnel.
Toomes," Look, I have a city contract to salvage all this, okay, with the city, so-"
Anne Marie Hoag," I apologize, Mr. Toomes, but all salvage operations are now under our jurisdiction. Please turn over any and all exotic materials that you've collected, or you will be prosecuted."
Toomes," Ma'am, what am I- Please. Come here. Hey, lady, come on. Look... I bought trucks for this job. I brought in a whole new crew. These guys have a family. I have a family. I'm all in on this. I could lose my house."
Anne Marie Hoag," I'm sorry, sir. There's nothing I can do."
DODC Agent," Maybe next time, don't over extend yourself."
Toomes, What'd you say?
Toomes," Yeah, he's right. I overextended myself."
Worker, Don't do it.
Anne Marie Hoag, Put them down.
Anne Marie Hoag," If you have a grievance, you may take it up with my superiors."
Toomes, Your superiors. Who the hell are they?
News Anchor," A joint venture between Stark Industries and the federal government, the Department of Damage Control will oversee the collection and storage of alien and other exotic materials."
Schultz, So now the assholes who made this mess are being paid to clean it up.
Mason," Yeah, it’s all rigged."
News Anchor, Experts estimate there are over fifteen hundred tons of exotic material scattered throughout the tri-state area.
Worker," Hey, chief! We still have another load from yesterday. We’re supposed to turn this in, right?"
Brice, I ain’t hauling it.
Mason, It’s too bad. We could have made some pretty cool stuff from all that alien junk.
Toomes," I tell you what, let’s keep it. The world’s changing."
Toomes," It’s time we change, too."
Toomes," There you go, Mason."
Toomes, Business is good.
Peter," (in a gravelly voice) New York. Queens. It’s a rough borough, but hey, it’s home."
Happy, Who are you talking to?
Peter, (in a normal voice) No one. Just making a little video of the trip.
Happy, You know you can’t show it to anyone.
Peter," Yeah, I know."
Happy, Then why are you narrating in that voice?
Peter, Uh... Because it’s fun.
Happy, Fun.
Peter," So, uh, why do they call you Happy?"
Happy, Come on. I’m not carrying your bags. Let’s go.
Peter," Hey, should I go to the bathroom before?"
Happy, There’s a bathroom on it.
Peter, Whoa. No pilot? That’s awesome.
Happy, Is that where you’re gonna sit?
Peter, Yeah.
Happy, This is your first time on a private plane?
Peter, My first time on any plane.
Peter, Should it...? Should it be...? Should it be making that noise?
Peter, Shh.
Peter, No one has actually told me why I’m in Berlin or what I’m doing. Something about Captain America going crazy.
Happy, (pointing at a door) This is you.
Peter," Oh, we’re neighbors?"
Happy, We’re not roommates. Suit up.
Peter," Okay, Peter, you got this. You got this."
Happy, What the hell are you wearing?
Peter, It’s my suit.
Happy, Where’s the case?
Peter, What case? That’s not my...
Peter, What? I thought that was a closet. This is still my room?
Happy, Go. Please.
Peter, My room is way bigger than...
Happy, There.
Peter, I found the case. I found the case. I found the case.
Peter, “A minor upgrade”?
Peter, Whoa. Oh my God.
Happy, Put it on.
Peter, What the...? This is the coolest thing I’ve ever seen-
Happy, Let’s go.
Peter," But, yeah. Well, I don’t understand. Is it for me?"
Peter," Happy, Happy, wait."
Peter, This is insane. Insane. Look at this thing. Look. Look at the eyes. This is the greatest day of my life.
Happy, Let’s go.
Peter, Okay.
Happy, Come on.
Peter," (whispers) Okay, there’s Captain America, Iron Man, Black Widow. Whoa. Who’s that new guy?"
Tony, Underoos!
Peter," Oh, that’s me. I gotta go. I gotta go."
Peter," Hey, everyone."
Peter," Okay, so the craziest thing just happened, right? I just had a fight with Captain America and I stole his shield and I threw it at him-"
Peter, What the hell? He’s big now. I gotta go. Hang on.
Peter, Whoa!
Peter," It was the most amazing thing that’s ever happened! So Mr. Stark was like, “Hey, Underoos!” and I just sort of flipped in and I stole Cap’s shield. I was like, “Hey, what’s up, everybody?” And then..."
Peter," Hey, just a second! Coming!"
Peter, Hey.
Happy, We have thin walls here.
Tony," What are you doing, a little video diary?"
Peter, (embarrassed) Yeah.
Tony, It’s all right. I’d probably do the same.
Happy, (from the driver’s seat) I told him not to do it. He was filming everything.
Tony, It’s okay.
Happy, I’m gonna wipe the chip.
Tony," Hey, hey, hey, hey, hey. You know what? We should actually... We should make an alibi video for your aunt anyway. You ready?"
Peter," Yeah, hold on."
Tony, We rolling?
Peter, An alibi? Sure.
Tony, Get in the frame.
Peter, Okay.
Tony," Hey, May. How you doing? What are you wearing? Something skimpy, I hope."
Tony," Peter, that’s inappropriate. All right, let’s start over. You can edit it."
Peter, Mm-hmm.
Tony," Three, two, one. Hey, May. My gosh, uh, I wanted to tell you what an incredible job your nephew did this weekend at the Stark internship retreat. Everyone was impressed."
Happy, Come on! It’s a freaking merge. (to Tony) I’m sorry.
Tony," This is because you’re not on Queens Boulevard. (to the camera) See, Happy is... is hoping to get bumped up to asset management. He was forehead of security, and before that, he was just a driver."
Happy, That was a private conversation. I don’t like joking about this. It was hard for me to talk to you about that.
Tony," No, seriously, was he snoring a bunch?"
Happy, All right. Here we are. End of the line. Whoops.
Tony," Happy, can you give us a moment?"
Happy, You want me to leave the car?
Tony, Why don’t you grab Peter’s case out of the trunk.
Peter, I can keep the suit?
Tony," Yes, we were just talking about it."
Tony," Do me a favor, though. Happy’s kind of your point guy on this. Don’t stress him out. Don’t do anything stupid. I’ve seen his cardiogram. All right?"
Peter, (enthusiastically) Yes.
Tony," Don’t do anything I would do, and definitely don’t do anything I wouldn’t do. There’s a... There’s a little grey area in there, and that’s where you operate."
Peter," Wait, does that mean that I’m an Avenger?"
Tony, No.
Happy, This it?
Tony, Seventh floor.
Peter, I can take that. You don’t have to take it.
Happy, You’re gonna take it?
Peter," Yeah, I can take that."
Happy, Thank you.
Peter," So when’s, when’s our next... When’s our next “retreat,” you know? Like..."
Tony," What, next mission?"
Peter," Yeah, the mission. The missions."
Tony, We’ll call you.
Peter, Do you have my numbers?
Tony," No, I mean, we’ll call you. Like, someone will call you."
Peter, Oh.
Tony, All right?
Peter, From your team.
Tony, Okay.
Tony, It’s not a hug. I’m just grabbing the door for you. We’re not there yet.
 Tony calls out,]
Tony, Bye.
Peter, They’re gonna call me.
Flash," What’s up, Penis Parker?"
Betty," Rise and shine, Midtown Science and Technology."
Jason," Students, don’t forget about your homecoming tickets. Do you have a date for homecoming?"
Betty," Thanks, Jason, but I already have a date."
Jason, Okay.
Betty, Yeah.
Principal Morita, Good morning.
Principal Morita," Damn it. You, in my office right now."
Ned," (imitating Emperor Palpatine) Join me, and together... we’ll build my new Lego Death Star."
Peter, What?
Peter glances around and hears a cheerleader say,]
Cheerleader, So lame.
Peter, No way! That’s awesome. How many pieces?
Ned, Three thousand eight hundred and three.
Peter, That’s insane.
Ned, I know. You want to build it tonight?
Peter," No, I can’t tonight. I’ve got the Stark-"
Ned, Mm-hmm. Stark internship.
Peter," Yeah, exactly."
Ned, Always got that internship.
Peter," Yeah, well, hopefully, soon it’ll lead to a real job with them."
Ned, That would be so sweet.
Peter, Right?
Ned," He’d be all, “Good job on those spreadsheets, Peter. Here’s a gold coin.”"
Ned, I don’t know how jobs work.
Peter, That’s exactly how they work.
Ned," Oh. (chuckles) I’ll knock out the basic bones of the Death Star at my place. And, and then I’ll come by afterwards..."
